identifier,Split
P0DRJ1,train
P0DRJ2,train
P0DRJ4,test
P0DRJ6,train
P0DRJ9,val
P0DRK1,train
P0DRK4,val
P0DRK5,train
P0DRK6,test
P0DRK7,train
P0DRK8,train
P0DRL1,train
P0DRL2,train
P0DRL4,val
P0DRL5,train
P0DRL6,test
P0DRL7,train
P0DRL8,train
P0DRL9,train
P0DRM0,test
P0DRM1,train
P0DRM2,train
P0DRM3,train
P0DRM4,train
P0DSE0,train
P0DSE1,train
P0DSE2,train
P0DSI2,train
P0DSI3,train
P0DSI4,train
P0DSI5,val
P0DSI6,test
P0DSI7,train
P0DSI8,train
P0DSI9,train
P0DSJ0,train
P0DSJ1,val
P0DSJ2,train
P0DSJ4,test
P0DSJ5,test
P0DSJ6,train
P0DSJ7,val
P0DSJ9,train
P0DSK0,train
P0DSK1,test
P0DSK2,train
P0DSK3,train
P0DSK4,train
P0DSK5,train
P0DSK6,train
P0DSK7,train
P0DSK9,val
P0DSL1,train
P0DSL2,test
P0DSL3,train
P0DSL4,train
P0DSL5,train
P0DSL7,train
P0DSL8,train
P0DSM0,train
P0DSM1,train
P0DSM2,train
P0DSM3,test
P0DSM4,val
P0DSM5,test
P0DSM7,train
P0DSM9,train
P0DSN0,train
P0DSN1,train
P0DSN6,train
P0DSN7,train
P0DSN9,test
P0DSO0,train
P0DSO1,train
P0DSO8,train
P0DSO9,train
P0DSP0,test
P0DSP1,train
P0DTA4,test
P0DTB9,train
P0DTD4,train
P0DTD5,train
P0DTD6,train
P0DTD7,test
P0DTE0,train
P0DTE1,train
P0DTE2,train
P0DTE4,train
P0DTE5,train
P0DTE7,train
P0DTF9,train
P0DTG2,test
P0DTG3,train
P0DTG4,train
P0DTG6,train
P0DTG8,train
P0DTG9,train
P0DTI4,train
P0DTJ2,val
P0DTJ3,test
P0DTJ4,train
P0DTJ5,train
P0DTJ6,test
P0DTJ7,test
P0DTJ8,train
P0DTJ9,train
P0DTK0,train
P0DTL4,train
P0DTL5,train
P0DTL6,train
P0DTL9,test
P0DTM0,train
P0DTM2,test
P0DTM3,train
P0DTS1,val
P0DTT5,val
P0DTT7,train
P0DTT9,val
P0DTU0,val
P0DTU2,train
P0DTU3,train
P0DTU4,train
P0DTU5,train
P0DTU6,train
P0DTU7,train
P0DTU8,train
P0DTU9,train
P0DTV1,train
P0DTV2,test
P0DTV3,val
P0DTV4,train
P0DTV5,train
P0DTV6,test
P0DTW3,val
P0DTX2,test
P0DTX3,test
P0DTX4,test
P0DTX7,train
P0DTY0,test
P0DTY2,train
P0DTY4,test
P0DTY5,train
P0DTY9,train
P0DTZ0,val
P0DTZ1,train
P0DTZ3,train
P0DTZ4,train
P0DTZ5,train
P0DTZ6,train
P0DTZ7,train
P0DUA0,train
P0DUB1,train
P0DUB2,train
P0DUC0,train
P0DUC2,train
P0DUC3,train
P0DUC4,train
P0DUC5,test
P0DUC6,train
P0DUC7,train
P0DUC8,train
P0DUE1,train
P0DUE8,val
P0DUG2,train
P0DUG5,test
P0DUG6,train
P0DUG7,train
P0DUG8,train
P0DUG9,train
P0DUH0,train
P0DUH1,train
P0DUH2,train
P0DUH3,train
P0DUH4,train
P0DUH7,test
P0DUH8,val
P0DUI0,train
P0DUI1,train
P0DUI2,train
P0DUI9,train
P0DUJ5,val
P0DUJ6,train
P0DUK5,train
P0DUK6,train
P0DUK8,train
P0DUN1,train
P0DUN2,train
P0DUP2,train
P0DUP4,train
P0DUP6,train
P0DUP8,train
P0DUQ2,train
P0DUQ3,train
P0DUQ4,train
P0DUQ6,val
P0DUQ7,train
P0DUQ8,train
P0DUQ9,val
P0DUR1,train
P0DUR2,train
P0DUR3,train
P0DUS0,val
P0DUS1,train
P0DUS2,train
P0DUS3,train
P0DUS4,val
P0DUS5,test
P0DUS6,val
P0DUS7,train
P0DUS8,train
P0DUS9,train
P0DUT0,train
P0DUT1,train
P0DUT2,train
P0DUT3,train
P0DUT4,train
P0DUT5,train
P0DUT6,test
P0DUU6,train
P0DUU7,train
P0DUU8,test
P0DUU9,val
P0DUV0,train
P0DUV2,train
P0DUX2,train
P0DUX4,train
P0DUX6,train
P0DUX8,train
P0DUY3,test
P0DUY5,test
P0DUY6,test
P0DUY7,train
P0DUZ1,train
P0DUZ7,train
P0DUZ8,train
P0DV00,train
P0DV01,train
P0DV04,train
P0DV05,val
P0DV10,train
P0DV11,val
P0DV12,train
P0DV13,train
P0DV15,test
P0DV16,train
P0DV17,test
P0DV18,val
P0DV31,train
P0DV60,train
P0DV61,test
P0DV62,test
P0DV63,train
P0DV70,val
P0DV71,train
P0DV72,train
P0DV77,train
P0DV80,val
P0DV95,train
P0DV96,train
P0DW16,train
P0DW17,train
P0DW19,train
P0DW20,train
P0DW21,train
P0DW22,train
P0DW23,test
P0DW24,train
P0DW25,train
P0DW27,train
P0DW28,val
P0DW50,train
P0DW51,train
P0DW72,train
P0DW73,train
P0DW74,train
P0DW81,train
P0DW84,val
P0DW85,train
P0DW88,train
P0DW90,train
P0DW95,train
P0DW96,train
P0DW97,train
P0DW98,test
P0DX02,train
P0DX17,train
P0DX19,train
P0DX30,train
P0DX31,val
P0DX32,train
P0DX33,train
P0DX34,train
P0DX36,train
P0DX37,train
P0DX38,train
P0DX39,train
P0DX46,train
P0DX47,val
P0DX48,train
P0DX49,test
P0DX52,train
P0DX55,train
P0DX56,train
P0DX60,train
P0DX61,train
P0DX64,train
P0DX99,train
P0DXA0,train
P0DXB4,train
P0DXB5,test
P0DXB6,test
P0DXB7,train
P0DXB8,train
P0DXB9,train
P0DXC0,train
P0DXC1,test
P0DXT0,train
P0DXT1,train
P0DXT5,train
P0DXT6,train
P0DXT7,val
P0DXT8,train
P0DXU1,train
P0DXU2,train
P0DXU3,val
P0DXW3,train
P0DXW4,train
P0DXW5,train
P0DXW6,train
P0DXW7,test
P0DXW8,train
P0DXW9,test
P0DXX0,train
P0DXX1,train
P0DXX3,train
P0DXZ6,test
P0DXZ8,test
P0DXZ9,train
P0DY00,test
P0DY01,val
P0DY02,train
P0DY03,train
P0DY15,train
P0DY16,train
P0DY17,test
P0DY18,val
P0DY19,train
P0DY20,train
P0DY21,train
P0DY24,test
P0DY38,test
P0DY39,val
P0DY41,val
P0DY42,train
P0DY55,train
P0DY57,train
P0DY58,train
P0DY81,train
P0DY82,train
P0DY83,test
P0DYA9,train
P0DYB0,train
P0DYB1,train
P0DYB2,val
P0DYB3,train
P0DYB4,val
P10034,train
P10035,train
P10037,test
P10038,train
P10039,train
P10040,train
P10041,train
P10042,train
P10043,train
P10044,train
P10059,train
P10060,train
P10061,train
P10062,train
P10063,train
P10065,test
P10067,test
P10070,train
P10071,test
P10072,train
P10073,train
P10075,train
P10076,train
P10077,train
P10078,val
P10079,test
P10082,train
P10083,test
P10084,val
P10090,train
P10092,train
P10093,train
P10105,train
P10107,train
P10108,test
P10109,train
P10112,test
P10114,train
P10116,train
P10117,train
P10118,train
P10119,train
P10124,train
P10144,train
P10146,train
P10148,train
P10152,train
P10153,train
P10154,train
P10155,val
P10157,train
P10163,train
P10165,train
P10166,train
P10168,train
P10175,train
P10180,test
P10181,test
P10184,train
P10244,train
P10247,test
P10252,train
P10256,train
P10275,train
P10280,train
P10284,test
P10286,train
P10287,val
P10288,train
P10289,train
P10299,test
P10300,train
P10323,val
P10333,test
P10351,train
P10354,train
P10360,train
P10361,train
P10379,val
P10383,test
P10394,train
P10401,train
P10403,train
P10404,train
P10405,train
P10412,val
P10415,train
P10420,val
P10451,val
P10453,test
P10456,train
P10458,train
P10459,train
P10462,train
P10493,val
P10499,train
P10515,test
P10518,test
P10521,train
P10522,test
P10523,train
P10536,train
P10552,train
P10567,test
P10568,train
P10575,test
P10598,train
P10599,val
P10601,train
P10605,train
P10610,train
P10611,train
P10612,val
P10620,train
P10628,val
P10629,val
P10634,train
P10635,train
P10637,train
P10645,test
P10649,train
P10650,val
P10658,test
P10666,test
P10667,train
P10668,val
P10669,val
P10673,train
P10674,train
P10675,train
P10676,test
P10687,train
P10696,train
P10716,train
P10720,train
P10723,train
P10731,train
P10734,val
P10735,train
P10736,train
P10741,train
P10745,train
P10746,train
P10747,train
P10749,train
P10751,test
P10754,train
P10755,train
P10758,val
P10760,train
P10762,train
P10764,train
P10765,train
P10767,val
P10769,train
P10771,test
P10775,test
P10776,test
P10780,val
P10781,train
P10783,test
P10784,val
P10785,val
P10786,train
P10787,test
P10790,train
P10807,train
P10808,train
P10810,train
P10813,test
P10820,train
P10830,test
P10831,test
P10833,train
P10836,train
P10852,train
P10868,train
P10881,test
P10888,train
P10889,train
P10891,val
P10909,test
P10911,train
P10912,train
P10914,train
P10923,val
P10936,val
P10937,val
P10938,test
P10949,train
P10950,val
P10959,train
P10960,train
P10966,test
P10997,val
P10999,train
P11006,train
P11009,train
P11012,test
P11020,val
P11023,test
P11024,train
P11025,val
P11032,train
P11033,train
P11034,train
P11046,train
P11048,train
P11049,train
P11052,train
P11057,val
P11058,train
P11060,train
P11069,train
P11101,train
P11117,train
P11137,train
P11141,train
P11146,train
P11147,train
P11150,train
P11153,val
P11159,test
P11167,val
P11168,train
P11170,train
P11178,train
P11180,test
P11182,train
P11183,train
P11185,test
P11215,train
P11216,train
P11226,train
P11228,train
P11234,train
P11242,train
P11245,train
P11247,train
P11248,train
P11250,test
P11251,train
P11260,train
P11272,val
P11275,train
P11277,train
P11279,train
P11309,train
P11344,train
P11346,train
P11352,train
P11369,train
P11370,train
P11376,test
P11378,train
P11384,val
P11403,train
P11415,train
P11418,train
P11420,train
P11424,train
P11434,test
P11438,train
P11441,test
P11442,train
P11449,train
P11450,train
P11455,train
P11464,train
P11465,train
P11477,train
P11478,val
P11487,train
P11495,train
P11510,val
P11528,train
P11536,train
P11578,train
P11582,train
P11584,train
P11586,train
P11590,train
P11591,test
P11596,train
P11598,train
P11602,val
P11608,train
P11609,train
P11612,val
P11614,train
P11617,train
P11645,test
P11654,val
P11661,train
P11662,train
P11669,train
P11672,train
P11680,train
P11684,train
P11706,train
P11707,train
P11711,train
P11714,train
P11715,train
P11730,train
P11733,val
P11734,test
P11740,train
P11748,train
P11749,train
P11751,train
P11752,train
P11753,train
P11756,train
P11758,train
P11760,test
P11761,train
P11762,train
P11766,val
P11799,train
P11801,train
P11835,train
P11836,train
P11840,train
P11841,test
P11842,train
P11843,train
P11844,val
P11858,train
P11859,test
P11860,val
P11896,val
P11909,train
P11911,train
P11912,train
P11916,test
P11919,train
P11920,train
P11921,train
P11925,train
P11928,train
P11929,train
P11936,train
P11937,train
P11939,train
P11941,train
P11942,train
P11944,test
P11950,train
P11952,train
P11953,train
P11956,val
P11975,train
P11979,train
P11982,val
P11985,train
P11991,test
P11992,train
P11993,train
P11994,train
P11995,train
P11996,test
P11997,test
P12018,test
P12020,test
P12024,train
P12027,train
P12032,train
P12034,train
P12035,val
P12036,test
P12064,val
P12065,val
P12068,train
P12074,train
P12080,train
P12081,test
P12082,test
P12100,test
P12101,train
P12104,val
P12106,train
P12108,val
P12110,train
P12114,train
P12115,test
P12226,train
P12246,test
P12252,train
P12258,train
P12259,train
P12261,train
P12262,train
P12263,train
P12265,test
P12271,train
P12273,test
P12274,train
P12275,test
P12277,train
P12278,train
P12279,train
P12285,train
P12297,train
P12303,train
P12309,val
P12314,train
P12319,train
P12323,train
P12336,train
P12337,train
P12342,train
P12346,val
P12348,train
P12349,val
P12368,val
P12370,train
P12371,train
P12387,train
P12388,train
P12389,train
P12394,test
P12399,test
P12400,train
P12401,train
P12402,val
P12417,train
P12426,test
P12428,train
P12429,train
P12524,train
P12525,test
P12530,train
P12532,test
P12544,val
P12546,train
P12548,train
P12607,test
P12613,val
P12617,train
P12633,train
P12645,train
P12646,train
P12656,train
P12660,train
P12661,test
P12675,test
P12696,train
P12697,train
P12702,train
P12704,val
P12707,train
P12708,train
P12710,train
P12760,train
P12763,train
P12764,test
P12771,train
P12772,train
P12773,train
P12774,val
P12775,train
P12776,val
P12777,train
P12778,train
P12788,train
P12789,train
P12790,train
P12791,train
P12797,train
P12799,train
P12804,train
P12812,train
P12815,train
P12818,train
P12820,train
P12821,train
P12822,train
P12837,train
P12839,test
P12842,train
P12843,train
P12844,train
P12845,train
P12847,train
P12849,train
P12855,val
P12856,val
P12864,train
P12881,train
P12890,train
P12902,train
P12931,train
P12938,train
P12939,train
P12956,train
P12957,test
P12965,test
P12966,train
P12967,train
P12969,train
P12970,test
P12980,val
P12982,train
P12992,val
P13002,test
P13007,test
P13008,test
P13010,train
P13049,train
P13051,test
P13054,test
P13055,test
P13073,train
P13080,train
P13083,val
P13095,val
P13096,train
P13097,train
P13098,train
P13107,train
P13116,train
P13164,train
P13183,train
P13184,train
P13189,train
P13190,train
P13196,train
P13205,test
P13206,train
P13207,train
P13208,val
P13211,val
P13217,val
P13222,test
P13224,train
P13229,test
P13230,train
P13232,train
P13234,val
P13238,train
P13241,val
P13263,train
P13273,train
P13274,val
P13275,test
P13276,train
P13277,train
P13280,train
P13284,val
P13350,val
P13351,train
P13360,test
P13361,val
P13366,train
P13369,val
P13373,train
P13379,train
P13386,train
P13388,train
P13420,test
P13424,train
P13425,train
P13426,val
P13427,train
P13428,train
P13432,train
P13438,train
P13439,train
P13468,train
P13469,train
P13473,train
P13487,train
P13488,test
P13492,val
P13494,test
P13496,train
P13498,train
P13500,val
P13501,train
P13504,test
P13508,train
P13516,train
P13525,val
P13527,test
P13528,train
P13532,val
P13545,train
P13562,train
P13563,test
P13566,train
P13578,val
P13579,train
P13582,train
P13584,test
P13589,train
P13590,val
P13595,test
P13597,val
P13598,train
P13601,train
P13607,train
P13609,train
P13612,train
P13613,val
P13618,val
P13619,train
P13620,test
P13631,train
P13634,test
P13642,val
P13645,train
P13646,train
P13647,train
P13648,test
P13666,train
P13667,test
P13668,train
P13671,train
P13673,train
P13674,test
P13675,train
P13676,train
P13677,train
P13678,train
P13679,train
P13682,test
P13684,train
P13686,test
P13688,train
P13693,val
P13698,test
P13701,val
P13705,train
P13707,train
P13709,train
P13716,train
P13724,train
P13725,test
P13726,train
P13727,train
P13728,val
P13729,val
P13730,train
P13731,train
P13732,train
P13736,train
P13737,train
P13745,val
P13752,train
P13753,train
P13762,train
P13786,train
P13787,train
P13789,test
P13797,val
P13804,train
P13805,train
P13808,val
P13839,test
P13854,val
P13861,train
P13864,test
P13866,train
P13903,test
P13904,train
P13908,val
P13909,train
P13913,val
P13914,train
P13926,train
P13928,val
P13941,train
P13943,train
P13945,train
P13952,train
P13985,train
P13994,train
P13995,train
P14000,train
P14003,train
P14004,train
P14018,train
P14019,val
P14046,test
P14056,test
P14059,train
P14069,train
P14082,test
P14083,train
P14087,val
P14088,train
P14091,train
P14093,train
P14094,train
P14095,train
P14097,train
P14100,val
P14115,train
P14131,train
P14137,val
P14138,train
P14148,val
P14154,train
P14173,train
P14174,val
P14188,train
P14202,test
P14207,train
P14209,train
P14210,train
P14214,train
P14216,test
P14220,val
P14221,train
P14222,train
P14238,train
P14261,val
P14287,train
P14296,train
P14297,train
P14309,train
P14314,val
P14315,val
P14317,train
P14318,train
P14324,val
P14380,val
P14381,val
P14388,train
P14393,train
P14394,val
P14399,train
P14402,train
P14404,test
P14406,train
P14410,test
P14413,val
P14414,train
P14415,val
P14419,test
P14420,train
P14421,train
P14423,train
P14426,train
P14427,train
P14429,train
P14430,train
P14432,train
P14439,train
P14448,train
P14480,test
P14484,train
P14520,test
P14521,train
P14522,train
P14523,train
P14525,train
P14526,train
P14527,train
P14528,test
P14533,train
P14534,train
P14543,train
P14550,train
P14555,train
P14562,val
P14569,test
P14570,val
P14573,train
P14574,train
P14576,train
P14579,test
P14580,val
P14581,train
P14585,train
P14590,train
P14591,test
P14595,train
P14596,train
P14599,train
P14600,test
P14607,train
P14612,test
P14615,test
P14616,train
P14620,val
P14626,train
P14628,val
P14629,train
P14632,train
P14635,train
P14639,train
P14651,val
P14652,train
P14661,test
P14662,train
P14666,train
P14672,test
P14676,val
P14678,test
P14685,val
P14708,train
P14719,test
P14731,test
P14732,train
P14733,train
P14734,val
P14735,train
P14745,train
P14750,train
P14754,train
P14755,train
P14769,val
P14770,train
P14773,train
P14778,train
P14780,train
P14781,val
P14784,train
P14785,train
P14787,train
P14790,test
P14791,train
P14805,train
P14821,train
P14822,train
P14837,test
P14840,val
P14841,train
P14842,train
P14844,train
P14847,train
P14858,train
P14859,train
P14872,train
P14893,train
P14901,val
P14902,train
P14920,train
P14921,train
P14923,val
P14925,train
P14943,train
P14944,test
P14950,train
P14956,train
P15007,train
P15018,test
P15036,train
P15063,train
P15083,train
P15085,test
P15086,test
P15088,train
P15089,train
P15101,val
P15107,train
P15119,train
P15120,val
P15121,val
P15122,val
P15127,test
P15128,train
P15131,val
P15144,train
P15145,val
P15149,train
P15153,train
P15156,val
P15159,val
P15161,val
P15162,train
P15164,test
P15169,val
P15170,train
P15172,train
P15175,train
P15178,train
P15196,train
P15203,train
P15206,train
P15210,train
P15211,train
P15215,val
P15216,train
P15217,train
P15220,train
P15221,train
P15223,train
P15224,test
P15225,train
P15229,train
P15230,train
P15242,train
P15247,test
P15248,train
P15253,train
P15259,val
P15260,train
P15261,train
P15262,train
P15265,train
P15278,train
P15285,train
P15287,train
P15289,train
P15291,train
P15304,train
P15306,train
P15307,train
P15308,val
P15309,train
P15328,train
P15330,val
P15336,train
P15337,train
P15340,test
P15343,val
P15348,val
P15364,train
P15370,test
P15372,train
P15374,val
P15375,train
P15379,train
P15384,test
P15385,train
P15391,test
P15393,train
P15396,train
P15399,train
P15407,train
P15410,test
P15421,train
P15425,test
P15428,train
P15429,train
P15431,train
P15444,test
P15450,val
P15464,val
P15468,train
P15469,train
P15471,train
P15501,val
P15502,test
P15503,train
P15504,train
P15505,val
P15506,train
P15507,val
P15509,train
P15513,train
P15514,test
P15515,train
P15516,test
P15522,train
P15529,train
P15530,train
P15531,test
P15533,test
P15535,train
P15540,train
P15541,val
P15544,train
P15545,train
P15546,test
P15547,test
P15548,train
P15549,train
P15550,train
P15551,train
P15552,train
P15553,test
P15554,train
P15566,train
P15575,test
P15586,train
P15589,test
P15619,train
P15620,train
P15621,train
P15622,train
P15626,test
P15651,train
P15656,train
P15684,val
P15690,test
P15691,train
P15692,train
P15693,train
P15696,train
P15697,val
P15702,train
P15720,train
P15743,train
P15771,test
P15781,train
P15782,train
P15783,test
P15785,train
P15786,train
P15796,test
P15812,train
P15814,train
P15815,train
P15816,train
P15818,train
P15844,train
P15845,val
P15861,train
P15862,train
P15863,train
P15864,train
P15866,train
P15869,train
P15870,train
P15887,train
P15907,test
P15919,val
P15920,train
P15923,val
P15941,test
P15944,train
P15946,train
P15947,train
P15948,train
P15949,train
P15954,test
P15957,train
P15964,train
P15967,train
P15969,val
P15972,train
P15973,train
P15974,train
P15975,train
P15976,test
P15978,test
P15979,train
P15980,train
P15983,test
P15988,train
P15995,train
P15996,train
P15997,train
P16014,train
P16015,val
P16026,train
P16035,val
P16036,train
P16038,val
P16039,train
P16041,train
P16042,val
P16043,val
P16044,test
P16047,test
P16052,train
P16053,train
P16058,train
P16065,train
P16066,train
P16070,val
P16076,train
P16104,test
P16108,test
P16109,train
P16110,test
P16116,train
P16118,train
P16144,val
P16150,train
P16152,val
P16163,train
P16170,train
P16176,train
P16221,train
P16222,val
P16223,train
P16224,train
P16225,train
P16226,test
P16229,train
P16230,train
P16232,val
P16233,test
P16236,train
P16237,train
P16240,train
P16241,train
P16242,test
P16253,val
P16254,train
P16264,val
P16275,train
P16276,train
P16277,test
P16283,test
P16284,train
P16291,val
P16292,train
P16294,train
P16297,train
P16298,train
P16301,test
P16305,train
P16309,train
P16310,train
P16311,train
P16320,train
P16330,train
P16338,train
P16339,test
P16340,train
P16353,train
P16354,train
P16369,train
P16371,train
P16372,train
P16373,train
P16374,train
P16375,train
P16376,train
P16382,train
P16383,train
P16386,val
P16389,train
P16391,test
P16393,test
P16395,val
P16402,train
P16403,test
P16406,train
P16410,train
P16413,train
P16414,train
P16415,train
P16417,train
P16418,train
P16419,train
P16423,train
P16424,train
P16425,train
P16435,train
P16442,train
P16443,test
P16444,train
P16452,train
P16453,test
P16455,train
P16463,train
P16464,train
P16469,val
P16471,train
P16476,train
P16501,test
P16519,train
P16527,train
P16537,test
P16548,train
P16549,val
P16554,train
P16562,train
P16563,train
P16568,train
P16573,train
P16580,val
P16581,val
P16582,train
P16586,val
P16589,train
P16591,test
P16598,val
P16612,train
P16620,train
P16621,train
P16627,train
P16641,test
P16662,train
P16671,train
P16672,train
P16673,train
P16675,train
P16708,train
P16854,train
P16859,val
P16860,val
P16863,test
P16864,train
P16870,train
P16872,train
P16878,train
P16882,train
P16884,train
P16887,train
P16889,train
P16895,train
P16905,train
P16909,test
P16911,test
P16912,train
P16914,test
P16924,train
P16970,train
P16973,test
P16989,train
P17010,train
P17014,train
P17017,test
P17019,train
P17021,train
P17022,train
P17024,train
P17027,test
P17028,val
P17030,test
P17031,train
P17032,train
P17035,train
P17036,test
P17038,train
P17039,train
P17040,train
P17046,train
P17047,train
P17050,test
P17066,train
P17074,val
P17081,train
P17095,test
P17098,test
P17108,train
P17110,train
P17111,train
P17124,train
P17130,val
P17133,val
P17139,train
P17140,val
P17141,train
P17152,train
P17153,train
P17164,train
P17177,val
P17178,train
P17181,train
P17200,train
P17207,train
P17208,train
P17209,train
P17210,train
P17213,train
P17219,test
P17220,val
P17221,test
P17225,train
P17231,test
P17232,test
P17234,train
P17235,test
P17236,test
P17237,train
P17238,train
P17246,val
P17247,train
P17251,test
P17256,train
P17257,train
P17267,val
P17268,val
P17276,val
P17277,train
P17278,test
P17289,train
P17301,train
P17306,train
P17326,train
P17329,train
P17331,train
P17336,train
P17346,train
P17350,train
P17404,train
P17405,train
P17426,train
P17431,train
P17437,train
P17439,train
P17453,val
P17454,val
P17475,test
P17481,test
P17486,train
P17487,val
P17488,test
P17502,train
P17506,train
P17508,train
P17511,train
P17512,train
P17515,train
P17532,train
P17533,train
P17534,train
P17540,train
P17544,train
P17554,train
P17559,train
P17560,train
P17564,train
P17605,train
P17607,train
P17630,val
P17634,train
P17635,train
P17636,train
P17644,train
P17656,train
P17657,train
P17665,train
P17666,train
P17667,train
P17668,val
P17671,train
P17672,train
P17676,train
P17677,test
P17678,test
P17681,train
P17684,train
P17685,train
P17690,val
P17691,train
P17696,train
P17697,train
P17704,train
P17706,test
P17713,test
P17715,train
P17716,val
P17717,train
P17719,train
P17720,train
P17726,train
P17735,train
P17752,train
P17777,train
P17785,train
P17789,train
P17790,train
P17803,train
P17808,train
P17813,test
P17842,test
P17852,test
P17861,train
P17886,train
P17919,train
P17926,train
P17927,train
P17931,train
P17934,test
P17936,train
P17941,train
P17948,train
P17955,train
P17970,test
P17971,train
P17972,train
P17977,train
P17981,test
P17988,test
P18031,train
P18053,train
P18054,test
P18063,train
P18080,train
P18085,test
P18087,test
P18089,train
P18101,val
P18104,train
P18105,train
P18106,train
P18107,test
P18108,test
P18110,val
P18111,val
P18119,train
P18121,test
P18137,test
P18144,val
P18145,val
P18153,test
P18165,train
P18167,test
P18168,train
P18169,train
P18170,train
P18171,test
P18172,val
P18174,train
P18175,train
P18181,train
P18202,val
P18206,train
P18207,train
P18208,train
P18211,train
P18241,test
P18248,train
P18252,val
P18254,train
P18257,test
P18264,train
P18266,train
P18276,train
P18283,train
P18287,test
P18289,val
P18291,train
P18292,train
P18294,train
P18297,train
P18301,test
P18302,train
P18312,train
P18313,train
P18320,train
P18321,train
P18328,val
P18329,train
P18334,train
P18337,train
P18340,train
P18405,val
P18419,train
P18425,val
P18426,val
P18427,train
P18428,train
P18430,train
P18431,train
P18432,train
P18434,train
P18435,test
P18438,train
P18440,test
P18444,train
P18459,train
P18460,train
P18466,train
P18467,test
P18468,train
P18470,train
P18475,train
P18486,train
P18487,train
P18488,train
P18489,train
P18491,test
P18502,train
P18509,test
P18512,train
P18514,train
P18516,train
P18519,train
P18520,val
P18523,train
P18524,train
P18527,test
P18528,train
P18529,train
P18530,train
P18531,train
P18532,test
P18533,train
P18564,val
P18572,train
P18577,val
P18588,train
P18590,val
P18597,train
P18598,train
P18605,val
P18606,train
P18608,train
P18619,train
P18621,train
P18625,train
P18626,test
P18627,train
P18645,test
P18648,test
P18649,train
P18650,train
P18652,train
P18653,train
P18658,train
P18659,train
P18660,train
P18665,train
P18669,test
P18685,train
P18687,train
P18691,train
P18707,train
P18708,train
P18709,val
P18714,train
P18725,train
P18745,test
